server_subject	rust
client_subject	rust
saturation	no hold at EXECUTION_CLAIMED on the Rust subject (fixture pauses only at reply pairs): alice's two slots (PoolConfig workers_per_owner 2) are loaded with two 4194304-byte chunk-copy/v2 parents admitted back to back, up to 3 fresh authorities
probe_admitted_at	1789577256218
probe_deadline	1789577257218
deadline_accounting	receipt deadline = admitted_at + 1000 ms (queue time counted from admission)
probe_state_while_queued	1 (ACTIVE)
probe_state_past_deadline_still_queued	1 (ACTIVE)
probe_outcome	6 (FAILED) diagnostic DEADLINE_EXCEEDED (11)
probe_terminal_at	1789577258909
retry_after_settlement	authority refusal ALREADY_TERMINAL: work already terminal
read_after_settlement	refused NOT_FOUND (5): NOT_FOUND: no retained output selection
load_attempts	attempt 1: queued=1 (ACTIVE) past-deadline=1 (ACTIVE) final=6 (FAILED) diagnostic=DEADLINE_EXCEEDED (11)
probe_claims_total	not observable (the Rust subject emits only armed boundaries)
