caps-extra-position	FRAME_ERROR at 0x201
caps-missing-lifetime	FRAME_ERROR at 0x201
caps-control-too-small	FRAME_ERROR at 0x201
caps-duplicate-profile	FRAME_ERROR at 0x201
caps-required-not-supported	FRAME_ERROR at 0x201
result-profile-without-durable	EXTENSION_UNSUPPORTED at 0x202
caps-idle-exceeds-lifetime	FRAME_ERROR at 0x201
zero-request	FRAME_ERROR at 0x201
generation-overflow	FRAME_ERROR at 0x201
session-policy-zero	FRAME_ERROR at 0x201
session-nonascii-owner	FRAME_ERROR at 0x201
noncanonical-session-request	FRAME_ERROR at 0x201
trailing-cbor-item	FRAME_ERROR at 0x201
zero-operation-id	FRAME_ERROR at 0x201
unsorted-declaration	FRAME_ERROR at 0x201
empty-unsealed-batch	FRAME_ERROR at 0x201
extra-work-key-position	FRAME_ERROR at 0x201
unknown-work-state	FRAME_ERROR at 0x201
inconsistent-success-without-input	FRAME_ERROR at 0x201
